-0.462594	0.118265	-0.240054	-0.497675	0.048296	0.296406	-0.388560	0.813431	-0.299888	-0.267842	
-0.282029	-0.084631	-0.149486	-0.289508	-0.163315	0.192693	-0.456669	0.439766	0.062496	-0.265740	
-0.146233	-0.153246	-0.141059	-0.294979	-0.166838	0.199711	-0.712291	0.519925	0.245395	-0.189009	
-0.131450	0.012117	-0.170827	-0.242102	-0.140853	0.228781	-0.581332	0.521122	0.232345	-0.122447	
-0.159581	0.071645	-0.128465	-0.266136	-0.094835	0.083746	-0.718160	0.640157	-0.029465	-0.102697	
-0.355030	-0.007867	-0.115721	-0.400738	-0.083173	0.130046	-0.462939	0.244089	0.092144	-0.126652	
-0.242951	-0.054556	-0.136697	-0.233647	-0.094370	0.304361	-0.640655	0.570738	0.047077	-0.151511	
-0.229593	-0.094700	-0.177416	-0.142378	-0.104535	0.304258	-0.761121	0.818766	0.207780	-0.132228	
-0.272073	-0.025670	-0.160842	-0.465259	-0.107676	0.047093	-0.395287	0.300718	0.005332	-0.155226	
-0.195735	0.009492	-0.122618	-0.597669	-0.107407	0.427136	-0.357780	0.130925	0.149954	-0.149976	
-0.113519	0.008726	-0.108760	-0.546445	-0.104980	0.376796	-0.361127	0.135473	0.036370	-0.153821	
-0.162857	-0.005877	-0.127855	-0.112209	-0.103992	0.349086	-0.470243	0.049819	-0.018269	-0.154570	
-0.238905	-0.041359	-0.151795	-0.329580	-0.104241	0.240229	-0.598649	0.421895	0.028302	-0.147699	
-0.220605	-0.042413	-0.147100	-0.470745	-0.104863	0.327100	-0.609796	0.449344	-0.042709	-0.145232	
-0.124127	-0.058929	-0.145162	-0.373955	-0.104788	0.562741	-0.353485	0.587384	0.074529	-0.148600	
-0.161290	-0.025476	-0.153103	-0.164465	-0.104625	0.181556	-0.307190	0.383567	-0.024960	-0.152371	
-0.317015	0.009227	-0.151096	-0.415765	-0.104610	-0.003345	-0.417559	0.431221	-0.095387	-0.148960	
-0.420182	-0.012320	-0.139208	-0.300677	-0.104644	0.273319	-0.500248	0.571946	-0.088700	-0.147679	
-0.446065	-0.046418	-0.118412	-0.400577	-0.104660	0.396570	-0.526108	0.760280	0.219328	-0.114993	
-0.277459	-0.061241	-0.167361	-0.444681	-0.104656	0.038894	-0.578313	0.212033	0.278768	-0.143481	
-0.261883	0.006586	-0.138492	-0.455155	-0.104650	0.244775	-0.643077	0.180777	0.274097	-0.153686	
-0.331927	0.030115	-0.142228	-0.410837	-0.104646	0.133416	-0.336955	0.322225	0.178691	-0.171265	
-0.279792	0.048225	-0.123875	-0.259860	-0.104646	0.082546	-0.145248	0.328075	-0.093048	-0.138075	
-0.253976	-0.072766	-0.167533	-0.187090	-0.104646	-0.007923	-0.586520	0.196341	-0.067258	-0.126642	
-0.400369	-0.056132	-0.155383	-0.243722	-0.104648	0.133512	-0.454378	0.420582	0.106130	-0.145363	
